url,section,headline,author,date_shown (verbatim),headline_word_count,format,names_a_company,contains_a_number
https://www.techi.com/tesla-analyst-price-target-cuts-q2-2026-selloff/,AI,Tesla Crashed 14%. Wall Street's Targets Now Span $130 to $600,Saba Javed,"Jul 24, 2026",11,News,True,True
https://www.techi.com/tesla-q2-2026-ai-capex-margin-squeeze/,AI,Tesla's Q2 Revenue Set a Record. The AI Bill Took the Profit,Saba Javed,"Jul 24, 2026",12,News,True,True
https://www.techi.com/kimi-k3-open-weights-inference-economics/,AI,Kimi K3's open weights arrive July 27. The catch is 1.4TB,Fatimah Misbah Hussain,"Jul 24, 2026",11,Analysis,True,True
https://www.techi.com/enterprise-ai-agent-platforms-market-structure/,AI,Four AI agent platforms launched in a month. None agree what it is,Zoha Imdad Ali,"Jul 23, 2026",13,News,False,False
https://www.techi.com/google-gemini-flash-cyber-restricted-access/,AI,Google shipped three Geminis. The one you can't buy is the story,Fatimah Misbah Hussain,"Jul 23, 2026",12,Analysis,True,False
https://www.techi.com/palantir-stock-open-source-moat-test/,AI,Palantir Stock's 6% Drop Is a Moat Test Before August 3 Earnings,Fatimah Misbah Hussain,"Jul 23, 2026",12,Analysis,True,True
https://www.techi.com/eu-ai-act-gpai-enforcement-august-2026/,AI,EU AI Act GPAI Enforcement Begins August 2. Who Is Exposed?,Saba Javed,"Jul 23, 2026",11,News,False,True
https://www.techi.com/amd-chip-selloff-input-costs-pricing-power/,Markets,"The chip selloff is picking sides, and AMD is on the wrong one",Umair Aslam,"Aug 19, 2026",13,Analysis,True,False
https://www.techi.com/tesla-cybercab-hardware-gap-fsd-owners/,Markets,Tesla's robotaxi finally works. Just not on the cars it sold you,Omer Sheikh,"Aug 19, 2026",12,Analysis,True,False
https://www.techi.com/samsung-foundry-price-hike-losing-share/,Markets,Samsung lost a third of its foundry share. It raised prices anyway,Fatimah Misbah Hussain,"Aug 19, 2026",12,News,True,False
https://www.techi.com/ether-price-first-half-2026/,Markets,Reading the Ether Price After a Brutal First Half of 2026,Qaiser Sultan,"Aug 19, 2026",11,News,False,True
https://www.techi.com/intel-15-billion-stock-offering/,Markets,Intel Just Asked Investors for $15 Billion. The Timing Is the Whole Story,Omer Sheikh,"Aug 10, 2026",13,Analysis,True,True
https://www.techi.com/tesla-analyst-price-target-cuts-q2-2026-selloff/,Markets,Tesla Crashed 14%. Wall Street's Targets Now Span $130 to $600,Saba Javed,"Jul 24, 2026",11,News,True,True
https://www.techi.com/palantir-stock-open-source-moat-test/,Markets,Palantir Stock's 6% Drop Is a Moat Test Before August 3 Earnings,Fatimah Misbah Hussain,"Jul 23, 2026",12,Analysis,True,True
https://www.techi.com/nvidia-vera-rubin-coreweave-tokens-per-megawatt/,Markets,NVIDIA's 10x Vera Rubin result needs the missing math,Fatima Fakhar,"Jul 21, 2026",9,Analysis,False,True
https://www.techi.com/tsmc-first-2nm-revenue-margin-test/,Markets,TSM stock faces a 3-4 point margin test as TSMC's first 2nm revenue arrives,Fatima Fakhar,"Jul 17, 2026",14,Analysis,True,True
https://www.techi.com/nrg-stock-pjm-capacity-earnings-exposure/,Markets,NRG's PJM capacity haul changes the earnings question,Muhammad Zeshan Sarwar,"Jul 15, 2026",8,News,True,False
https://www.techi.com/aehr-stock-backlog-conversion-test/,Markets,AEHR Stock Rally Prices a Backlog Conversion Test,Hazel Kaya,"Jul 15, 2026",8,Analysis,True,False
https://www.techi.com/eose-q2-preliminary-results-margin-backlog/,Markets,Eos Energy (EOSE): Q2 Backlog Record Still Has a Margin Hole,Umair Aslam,"Jul 15, 2026",11,News,True,True
https://www.techi.com/cleanspark-stock-ai-data-center-lease-capex/,Markets,CleanSpark's $6.6 Billion Lease Has a $2.1 Billion Question,Hazel Kaya,"Jul 14, 2026",9,News,True,True
https://www.techi.com/slb-liberty-ai-data-center-power-alliance/,Markets,SLB's AI Data Center Alliance Has One Big Missing Number,Muhammad Zeshan Sarwar,"Jul 14, 2026",10,News,True,False
https://www.techi.com/ai-memory-equipment/,Markets,Who Gets Paid When AI Needs More Memory? A Field Guide to the Toolmakers,Jazib Zaman,"Jul 13, 2026",14,Explainer,False,False
https://www.techi.com/asml-stock-second-half-delivery-test/,Markets,ASML Stock Faces an 18B-23B Euro Second-Half Delivery Test,Umair Aslam,"Jul 13, 2026",9,Analysis,True,True
https://www.techi.com/strategy-mstr-stock-sales-no-bitcoin-july-2026/,Markets,"Strategy Raises $466.7M From MSTR Stock, Buys No Bitcoin",Fatimah Misbah Hussain,"Jul 13, 2026",9,News,True,True
https://www.techi.com/spacex-stock-fall-spcx-nasdaq-100-lockup/,Markets,SpaceX Stock Hit an All-Time Low a Day After Joining the Nasdaq-100,Omer Sheikh,"Jul 9, 2026",12,News,True,True
https://www.techi.com/lumentum-stock-lite-ai-optics-2026/,Markets,"Why Lumentum Stock Is Up 115% in 2026, and Jumped 12% on Meta's AI Memo",Umair Aslam,"Jul 9, 2026",15,Analysis,True,True
https://www.techi.com/lam-research-stock-lrcx-ai-memory-equipment/,Markets,Why Lam Research Stock Is Up 154% Without Selling a Single Chip,Jazib Zaman,"Jul 9, 2026",12,Analysis,True,True
https://www.techi.com/ether-price-first-half-2026/,Crypto,Reading the Ether Price After a Brutal First Half of 2026,Qaiser Sultan,"Aug 19, 2026",11,News,False,True
https://www.techi.com/us-sanctions-shelbit-aban-tether-iran-crypto/,Crypto,US sanctions two crypto exchanges over Iran-linked money flows,Fatimah Misbah Hussain,"Aug 9, 2026",9,News,False,False
https://www.techi.com/akash-akt-ai-compute-value-capture/,Crypto,Akash Runs Real AI Compute. AKT Can't Prove It Captures the Value.,Zoha Imdad Ali,"Jul 24, 2026",12,News,True,False
https://www.techi.com/spot-tao-etf-bittensor-subnet-exposure-gap/,Crypto,"Grayscale's TAO ETF Can't Stake, Its Own Filing Says So",Zoha Imdad Ali,"Jul 23, 2026",10,Analysis,True,False
https://www.techi.com/coinbase-x402-agent-payments-merchant-side/,Crypto,Coinbase Let Agents Pay Merchants. The Ledger Says Go Slow,Zoha Imdad Ali,"Jul 23, 2026",10,News,True,False
https://www.techi.com/strategy-mstr-stock-sales-no-bitcoin-july-2026/,Crypto,"Strategy Raises $466.7M From MSTR Stock, Buys No Bitcoin",Fatimah Misbah Hussain,"Jul 13, 2026",9,News,True,True
https://www.techi.com/worldcoin-wld-unlock-rate-43-percent-july-2026/,Crypto,Worldcoin WLD Unlock Cut: What Changes July 24,Warisha Rashid,"Jul 12, 2026",8,News,True,True
https://www.techi.com/what-makes-a-good-crypto-trading-platform/,Crypto,What Actually Makes a Good Crypto Trading Platform in 2026,Qaiser Sultan,"Jul 2, 2026",10,Explainer,False,True
https://www.techi.com/inside-the-roblox-limiteds-economy/,Crypto,Inside the Roblox Limiteds Economy: How Virtual Collectibles Became Real Money,Qaiser Sultan,"Jun 30, 2026",11,News,True,False
https://www.techi.com/why-bitcoin-is-falling-crypto-market-scenarios-june-2026/,Crypto,"Why Bitcoin Is Falling So Hard, and Which Altcoins Are Holding Up",Muhammad Zeshan Sarwar,"Jun 3, 2026",12,Analysis,True,False
https://www.techi.com/bitcoin-77k-fear-machine/,Crypto,Bitcoin's $77K Fear Machine: How Crypto Fear Went Universal,Muhammad Zeshan Sarwar,"May 20, 2026",9,News,True,True
https://www.techi.com/fet-crypto-price-agent-payment-gap-asi-token/,Crypto,FET Crypto Price: The Agent-Payment Gap Behind the ASI Rebound,Muhammad Zeshan Sarwar,"May 14, 2026",10,News,False,False
https://www.techi.com/polygon-pol-price-analysis-ex-matic-payments/,Crypto,Polygon POL Price Analysis: Ex-MATIC Tests Payments Re-Rating,Omer Sheikh,"May 7, 2026",8,Analysis,True,False
https://www.techi.com/solana-pay-sh-ai-agent-payments/,Crypto,Solana Just Became the Wallet for AI Agents,Omer Sheikh,"May 6, 2026",8,News,True,False
https://www.techi.com/mstr-stock-strategy-34164-btc-overtakes-blackrock/,Crypto,"MicroStrategy Stock (MSTR) Buys 34,164 BTC for $2.54B, Overtakes BlackRock IBIT",Omer Sheikh,"Apr 20, 2026",11,News,True,True
https://www.techi.com/xrp-price-breakout-analysis/,Crypto,XRP Touched $1.50 for the First Time in 2026. The Pullback Isn't the Story.,Muhammad Zeshan Sarwar,"Apr 18, 2026",14,Analysis,False,True
https://www.techi.com/mstr-bitcoin-leverage-trade/,Crypto,Bitcoin Moved 7%. MSTR Moved 30%. Inside the Leverage Trade That Works Both Ways,Omer Sheikh,"Apr 18, 2026",14,News,True,True
https://www.techi.com/bitcoin-taxes-2026/,Crypto,"Bitcoin Taxes in 2026: IRS Rules, 1099-DA, and Tax Planning Issues",Connor Livingston,"Apr 17, 2026",11,News,True,True
https://www.techi.com/bydfi-crypt-exchange/,Crypto,"BYDFi Marks 6th Anniversary with Month-Long Celebration, Built for Reliability",Zoha Imdad Ali,"Apr 14, 2026",10,News,True,True
https://www.techi.com/bitcoin-price-xrp-islamabad-collapse/,Crypto,Bitcoin Price Below $71K After Islamabad Collapse: Why Whale Wallets Are Buying What Retail Is Selling,Muhammad Zeshan Sarwar,"Apr 13, 2026",16,News,True,True
https://www.techi.com/ai-chip-materials-synthesis-bottleneck/,Breakthroughs,AI agents logged 526 chip-material candidates. One recipe passed the screen,Fatimah Misbah Hussain,"Aug 10, 2026",11,News,False,True
https://www.techi.com/supernatural-vr-fitness-reboot-3000-workouts/,Breakthroughs,"Supernatural's VR fitness reboot aims to restore 3,000 workouts",Saba Javed,"Aug 9, 2026",9,News,False,True
https://www.techi.com/ai-camouflage-surveillance-camera-test-proof/,Breakthroughs,AI camouflage reportedly passed one camera test. Proof is still thin,Zoha Imdad Ali,"Aug 9, 2026",11,Analysis,False,False
https://www.techi.com/firebird-armenia-ai-factory-300mw-roadmap/,Breakthroughs,Firebird's Armenia AI factory is live. The 300 MW promise is not,Saba Javed,"Aug 9, 2026",12,Analysis,True,True
https://www.techi.com/microsoft-mistral-europe-gpu-compute-supply/,Breakthroughs,"Microsoft Is Now Buying Mistral's Compute, Not Selling It",Saba Javed,"Jul 25, 2026",9,Analysis,True,False
https://www.techi.com/korea-sovereign-ai-factory-naver-nvidia-financing/,Breakthroughs,Korea's sovereign AI factory is really a $10B financing story,Fatimah Misbah Hussain,"Jul 25, 2026",10,Analysis,False,True
https://www.techi.com/flux-3-multimodal-image-video-audio-action/,Breakthroughs,Black Forest Labs' FLUX 3 Folds Robotics Into One AI Model,Fatimah Misbah Hussain,"Jul 25, 2026",11,News,True,True
https://www.techi.com/google-ironwood-tpu-no-public-price/,Breakthroughs,"Google's Ironwood TPU Still Has No Public Price, Three Months After Launch",Zoha Imdad Ali,"Jul 24, 2026",12,News,True,False
https://www.techi.com/z-ai-gigawatt-chinese-chips-data-center/,Breakthroughs,Z.ai built a gigawatt of AI compute with no Nvidia inside,Saba Javed,"Jul 24, 2026",11,News,True,False
https://www.techi.com/amd-cerebras-disaggregated-inference-5x-claim/,Breakthroughs,"AMD and Cerebras Split AI Inference in Two, Read the Footnote",Saba Javed,"Jul 23, 2026",11,Analysis,True,False
https://www.techi.com/amazon-trainium-20-billion-supply-contract/,Breakthroughs,Amazon's $20B chip pace turns AI capacity into a supply contract,Saba Javed,"Jul 23, 2026",11,News,True,True
https://www.techi.com/llama-cpp-b10075-local-ai-agent-runtime/,Breakthroughs,llama.cpp b10075 Packs Four Local AI Runtime Upgrades,Zoha Imdad Ali,"Jul 21, 2026",8,News,False,True
https://www.techi.com/fenghe-open-source-weather-ai-evidence-gap/,Breakthroughs,Fenghe Is Open Source. Its Forecasting Proof Is Not.,Jazib Zaman,"Jul 18, 2026",9,Analysis,True,False
https://www.techi.com/crewai-1-15-3-execution-hooks-agent-control/,Breakthroughs,CrewAI 1.15.3 Puts Control Hooks Inside AI Agent Runs,Jazib Zaman,"Jul 17, 2026",9,News,True,True
https://www.techi.com/jax-0-11-0-remat-checkpoint-policies/,Breakthroughs,JAX 0.11.0 Makes AI Training Memory Policy Programmable,Jazib Zaman,"Jul 17, 2026",8,News,False,True
https://www.techi.com/asml-high-na-euv-intel-18a-ai-chip-readiness/,Breakthroughs,ASML's High-NA Milestone Is an AI-Chip Bridge,Umair Aslam,"Jul 15, 2026",7,News,True,False
https://www.techi.com/samsung-flex-titanium-foldable-display-durability/,Breakthroughs,Samsung's 20x Flex Titanium Claim Is Not a Durability Test,Jazib Zaman,"Jul 15, 2026",10,Analysis,True,True
https://www.techi.com/github-dependabot-cooldown-install-layer-gap/,Breakthroughs,GitHub's Dependabot Cooldown Has an Install-Layer Gap,Jazib Zaman,"Jul 14, 2026",7,News,True,False
https://www.techi.com/inside-the-roblox-limiteds-economy/,Breakthroughs,Inside the Roblox Limiteds Economy: How Virtual Collectibles Became Real Money,Qaiser Sultan,"Jun 30, 2026",11,News,True,False
https://www.techi.com/rocket-lab-iridium-8-billion-acquisition/,Breakthroughs,Rocket Lab's $8 Billion Iridium Deal Is a Bet on the Whole Space Stack,Umair Aslam,"Jun 30, 2026",14,News,True,True
https://www.techi.com/meta-29-state-trial-advisory-jury-remedy-risk/,Policy,The Meta trial's real risk isn't the $1.4 trillion. It's the judge,Saba Javed,"Aug 19, 2026",12,Analysis,True,True
https://www.techi.com/nvidia-h200-china-shipments-below-licence-ceiling/,Policy,"Nvidia's H200s are flowing to China again, at 13% of the legal limit",Dr Layloma Rashid,"Aug 19, 2026",13,News,True,True
https://www.techi.com/anthropic-model-2-risk-report-misalignment-estimate/,Policy,Anthropic's Model 2 Is Stronger. That Isn't Why the Risk Label Changed,Qaiser Sultan,"Aug 14, 2026",12,Analysis,True,True
https://www.techi.com/x-original-content-rewards-premium-impressions/,Policy,X will pay for original posts. Only Premium views count,Fatimah Misbah Hussain,"Aug 9, 2026",10,News,True,False
https://www.techi.com/openai-astra-critical-cyber-capability-proof/,Policy,OpenAI's Astra may be 'Critical.' The proof is still private,Zoha Imdad Ali,"Aug 9, 2026",10,Analysis,True,False
https://www.techi.com/ftc-ai-accuracy-deception-state-law/,Policy,The FTC Says Complying With State AI Laws Can Still Be Illegal,Saba Javed,"Jul 25, 2026",12,News,False,False
https://www.techi.com/ai-agent-market-concentration-antitrust/,Policy,Three firms hold 84% of AI agents. France just drew a line.,Saba Javed,"Jul 24, 2026",12,News,False,True
https://www.techi.com/eu-ai-act-omnibus-deadline-map/,Policy,The AI omnibus moved every deadline except the ones due next month,Saba Javed,"Jul 23, 2026",12,News,False,False
https://www.techi.com/eu-ai-act-gpai-enforcement-august-2026/,Policy,EU AI Act GPAI Enforcement Begins August 2. Who Is Exposed?,Saba Javed,"Jul 23, 2026",11,News,False,True
https://www.techi.com/eu-ai-act-ai-agents-disclose-who-sent-them/,Policy,EU AI Act Makes AI Agents Say Who Sent Them,Nouman S. Ghumman,"Jul 21, 2026",10,News,False,False
https://www.techi.com/eu-google-ai-interoperability-android-dma/,Policy,EU Opens 11 Android Features to Rival AI Assistants,Nouman S. Ghumman,"Jul 17, 2026",9,News,False,True
https://www.techi.com/openai-chatgpt-teen-alerts-violent-activity-bans/,Policy,OpenAI's New Teen Alert Comes After a ChatGPT Account Ban,Dr Layloma Rashid,"Jul 16, 2026",10,News,True,False
https://www.techi.com/uk-ai-data-regulation-public-data-pricing/,Policy,Britain's AI Data Review Opens a Public-Data Pricing Fight,Nouman S. Ghumman,"Jul 15, 2026",9,News,False,False
https://www.techi.com/uk-ai-battle-lab-army-training-data-loop/,Policy,UK AI Battle Lab Turns Army Training Into a Data Loop,Nouman S. Ghumman,"Jul 12, 2026",11,News,False,False
https://www.techi.com/asml-china-euv-export-scrutiny-stock/,Policy,Washington Thinks China Has ASML's Best Machine. ASML Says It's Impossible.,Umair Aslam,"Jun 19, 2026",11,News,True,False
https://www.techi.com/ai-progress-next-10-years-forecast/,Policy,"AI progress so far, and the next 10 years that matter",Nouman S. Ghumman,"May 28, 2026",11,News,False,True
https://www.techi.com/starlink-availability-country-map/,Policy,"Starlink's Real Moat Is the Country Map, Not Space",Omer Sheikh,"May 18, 2026",9,Analysis,True,False
https://www.techi.com/tesla-semi-fleet-orders-trucking-margin-stock/,Policy,Tesla Semi momentum: fleet orders test a $1 trillion market,Omer Sheikh,"May 16, 2026",10,Analysis,True,True
https://www.techi.com/tesla-stock-trump-china-meeting-premium/,Policy,Tesla Stock: The China Meeting Premium Is Back,Fatimah Misbah Hussain,"May 14, 2026",8,News,True,False
https://www.techi.com/ai-jobs-career-ladder-tech-intelligence/,Policy,AI's Real Job Shock Is the Missing Rung,Jazib Zaman,"May 9, 2026",8,News,False,False
https://www.techi.com/claude-code-auto-mode-default-11-percent-miss-rate/,Guides,Claude Code will default to auto mode despite an 11% test miss rate,Saba Javed,"Aug 9, 2026",13,Guide,True,True
https://www.techi.com/meta-ai-email-calendar-agent-permissions/,Guides,What Meta AI's Email and Calendar Agent Actually Changes,Zoha Imdad Ali,"Jul 27, 2026",9,Guide,True,False
https://www.techi.com/deepseek-chat-reasoner-retirement-v4-migration/,Guides,"DeepSeek's legacy model names retire today, and the easy fix has a catch",Zoha Imdad Ali,"Jul 24, 2026",13,Guide,True,False
https://www.techi.com/openai-presence-enterprise-agents-buyer-checklist/,Guides,OpenAI Presence sells trusted agents. Here is the buyer's checklist,Zoha Imdad Ali,"Jul 23, 2026",10,Guide,True,False
https://www.techi.com/harness-agent-dlc-ai-release-governance/,Guides,Harness Agent DLC Puts AI Releases Under One Change Record,Ayesha Riaz,"Jul 21, 2026",10,Guide,True,False
https://www.techi.com/claude-code-update-agent-permissions-worktree-isolation/,Guides,Claude Code 2.1.216 Tests Whether Agent Permissions Survive the Handoff,Zoha Imdad Ali,"Jul 20, 2026",10,Guide,True,True
https://www.techi.com/cline-cli-3-0-45-ai-agent-install-size/,Guides,Cline CLI 3.0.45 cuts install footprint by unbundling AI providers,Ayesha Riaz,"Jul 19, 2026",10,Guide,True,True
https://www.techi.com/xinference-3-default-auth-air-gapped-ai-serving/,Guides,Xinference 3.0's Biggest AI Upgrade Is a 401 Error,Zoha Imdad Ali,"Jul 19, 2026",9,Guide,True,True
https://www.techi.com/grok-bedrock-portability-retention-regions/,Guides,Grok on Amazon Bedrock Has an Enterprise Portability Catch,Omer Sheikh,"Jul 16, 2026",9,Guide,True,False
https://www.techi.com/llama-cpp-intel-battlemage-flash-attention-benchmark/,Guides,llama.cpp's 4.26x Intel Gain Has a Narrow Catch,Zoha Imdad Ali,"Jul 15, 2026",8,Guide,True,True
https://www.techi.com/google-qwen3-5-ironwood-software-codesign-speedup/,Guides,Qwen3.5 on Ironwood: What Google's 4.7x Gain Proves,Zoha Imdad Ali,"Jul 15, 2026",8,Guide,True,True
https://www.techi.com/nsa-router-security-checklist-enterprise-networks/,Guides,NSA Router Security Checklist for Enterprise Networks,Zoha Imdad Ali,"Jul 13, 2026",7,Guide,False,False
https://www.techi.com/what-is-an-ma-advisory/,Guides,What Is an M&A Advisory?,Umair Aslam,"Jun 30, 2026",5,Guide,False,False
https://www.techi.com/best-ai-security-platforms-enterprise/,Guides,Best AI Security Platforms for Enterprise in 2026,Umair Aslam,"Jun 30, 2026",8,Guide,False,True
https://www.techi.com/grok-build-xai-coding-agent/,Guides,Grok Build turns xAI into an AI coding-agent contender,Jazib Zaman,"May 26, 2026",9,Guide,True,False
https://www.techi.com/2026-ai-trading-bot-guide-free-stock-trading-tools/,Guides,2026 AI Trading Bot Guide: 8 Free Stock Trading Tools Retail Traders Are Using,Guest Author,"May 18, 2026",14,Guide,False,True
https://www.techi.com/ai-jobs-career-ladder-tech-intelligence/,Guides,AI's Real Job Shock Is the Missing Rung,Jazib Zaman,"May 9, 2026",8,Guide,False,False
https://www.techi.com/best-cybersecurity-books/,Guides,29 Best Cybersecurity Books Worth Reading in 2026,Warisha Rashid,"Mar 31, 2026",8,Guide,False,True
https://www.techi.com/crypto-platform-seo-challenges-and-solutions/,Guides,The Hidden SEO Challenges of Crypto Platforms And How to Overcome Them,Guest Author,"Mar 12, 2026",12,Guide,False,False
https://www.techi.com/top-network-security-companies/,Guides,Top 5 Network Security Companies Every Business Should Know,Muhammad Saqib,"Mar 11, 2026",9,Guide,False,True
